nr,nazwa,pp,numberOfSeeds,seeds,totalNumberOfSeeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime,limitPercentage
5,12,0.1,2,"[554, 357]",34,1133,53,1,535,47.21977052074139,[],2
5,12,0.1,2,"[554, 357]",34,1133,54,1,536,47.30803177405119,[],2
5,12,0.1,2,"[554, 357]",34,1133,55,0,536,47.30803177405119,[],2
5,12,0.1,2,"[730, 114]",36,1133,56,0,538,47.484554280670785,[],2
5,12,0.1,2,"[198, 64]",38,1133,57,1,541,47.74933804060018,[],2
5,12,0.1,2,"[198, 64]",38,1133,58,1,542,47.837599293909975,[],2
5,12,0.1,2,"[198, 64]",38,1133,59,0,542,47.837599293909975,[],2
5,12,0.1,2,"[633, 479]",40,1133,60,0,544,48.014121800529566,[],2
5,12,0.1,2,"[143, 391]",42,1133,61,3,549,48.45542806707856,[],2
5,12,0.1,2,"[143, 391]",42,1133,62,4,553,48.80847308031774,[],2
5,12,0.1,2,"[143, 391]",42,1133,63,1,554,48.89673433362754,[],2
5,12,0.1,2,"[143, 391]",42,1133,64,0,554,48.89673433362754,[],2
5,12,0.1,2,"[450, 846]",44,1133,65,0,556,49.07325684024713,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,1,24,28,2.471315092674316,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,2,50,78,6.884377758164166,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,3,76,154,13.592233009708737,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,4,87,241,21.270962047661076,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,5,88,329,29.037952338923212,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,6,51,380,33.53927625772286,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,7,36,416,36.716681376875556,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,8,27,443,39.09973521624007,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,9,16,459,40.51191526919683,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,10,2,461,40.68843777581642,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,11,3,464,40.95322153574581,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,12,3,467,41.2180052956752,[],2
5,12,0.1,4,"[104, 22, 332, 15]",4,1133,13,0,467,41.2180052956752,[],2
5,12,0.1,4,"[40, 182, 587, 127]",8,1133,14,0,471,41.57105030891439,[],2
5,12,0.1,4,"[44, 37, 774, 211]",12,1133,15,3,478,42.18887908208296,[],2
5,12,0.1,4,"[44, 37, 774, 211]",12,1133,16,4,482,42.54192409532215,[],2
5,12,0.1,4,"[44, 37, 774, 211]",12,1133,17,1,483,42.63018534863195,[],2
5,12,0.1,4,"[44, 37, 774, 211]",12,1133,18,1,484,42.71844660194174,[],2
5,12,0.1,4,"[44, 37, 774, 211]",12,1133,19,0,484,42.71844660194174,[],2
5,12,0.1,4,"[589, 286, 130, 72]",16,1133,20,0,488,43.07149161518093,[],2
5,12,0.1,4,"[204, 1004, 414, 848]",20,1133,21,4,496,43.77758164165931,[],2
5,12,0.1,4,"[204, 1004, 414, 848]",20,1133,22,6,502,44.3071491615181,[],2
5,12,0.1,4,"[204, 1004, 414, 848]",20,1133,23,1,503,44.39541041482789,[],2
5,12,0.1,4,"[204, 1004, 414, 848]",20,1133,24,0,503,44.39541041482789,[],2
5,12,0.1,4,"[705, 311, 269, 157]",24,1133,25,0,507,44.74845542806708,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,26,4,515,45.45454545454545,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,27,2,517,45.63106796116505,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,28,1,518,45.71932921447485,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,29,1,519,45.80759046778464,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,30,1,520,45.89585172109444,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,31,1,521,45.98411297440423,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,32,2,523,46.16063548102383,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,33,1,524,46.24889673433363,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,34,1,525,46.33715798764342,[],2
5,12,0.1,4,"[84, 135, 693, 1068]",28,1133,35,0,525,46.33715798764342,[],2
5,12,0.1,4,"[24, 91, 417, 333]",32,1133,36,0,529,46.69020300088261,[],2
5,12,0.1,4,"[446, 339, 554, 357]",36,1133,37,1,534,47.131509267431596,[],2
5,12,0.1,4,"[446, 339, 554, 357]",36,1133,38,2,536,47.30803177405119,[],2
5,12,0.1,4,"[446, 339, 554, 357]",36,1133,39,0,536,47.30803177405119,[],2
5,12,0.1,4,"[730, 114, 198, 64]",40,1133,40,0,540,47.661076787290376,[],2
5,12,0.1,4,"[633, 479, 143, 391]",44,1133,41,1,545,48.10238305383937,[],2
5,12,0.1,4,"[633, 479, 143, 391]",44,1133,42,8,553,48.80847308031774,[],2
5,12,0.1,4,"[633, 479, 143, 391]",44,1133,43,1,554,48.89673433362754,[],2
5,12,0.1,4,"[633, 479, 143, 391]",44,1133,44,0,554,48.89673433362754,[],2
5,12,0.1,4,"[450, 846, 58, 583]",48,1133,45,0,558,49.249779346866724,[],2
5,12,0.1,4,"[852, 116, 289, 871]",52,1133,46,2,564,49.77934686672551,[],2
5,12,0.1,4,"[852, 116, 289, 871]",52,1133,47,2,566,49.9558693733451,[],2
5,12,0.1,4,"[852, 116, 289, 871]",52,1133,48,0,566,49.9558693733451,[],2
5,12,0.1,4,"[1066, 747, 994, 657]",56,1133,49,0,570,50.30891438658429,[],2
5,12,0.1,4,"[522, 117, 394, 90]",60,1133,50,4,578,51.01500441306267,[],2
5,12,0.1,4,"[522, 117, 394, 90]",60,1133,51,1,579,51.103265666372465,[],2
5,12,0.1,4,"[522, 117, 394, 90]",60,1133,52,1,580,51.19152691968226,[],2
5,12,0.1,4,"[522, 117, 394, 90]",60,1133,53,0,580,51.19152691968226,[],2
5,12,0.1,4,"[497, 254, 560, 406]",64,1133,54,0,584,51.54457193292144,[],2
5,12,0.1,4,"[656, 818, 635, 744]",68,1133,55,0,588,51.89761694616064,[],2
5,12,0.1,4,"[215, 325, 640, 221]",72,1133,56,1,593,52.338923212709624,[],2
5,12,0.1,4,"[215, 325, 640, 221]",72,1133,57,0,593,52.338923212709624,[],2
5,12,0.1,4,"[729, 201, 601, 591]",76,1133,58,0,597,52.691968225948806,[],2
5,12,0.1,4,"[54, 956, 461, 987]",80,1133,59,2,603,53.22153574580759,[],2
5,12,0.1,4,"[54, 956, 461, 987]",80,1133,60,2,605,53.398058252427184,[],2
5,12,0.1,4,"[54, 956, 461, 987]",80,1133,61,0,605,53.398058252427184,[],2
5,12,0.1,4,"[444, 296, 78, 613]",84,1133,62,0,609,53.75110326566638,[],2
5,12,0.1,4,"[880, 424, 1079, 432]",88,1133,63,2,615,54.28067078552515,[],2
5,12,0.1,4,"[880, 424, 1079, 432]",88,1133,64,0,615,54.28067078552515,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,1,40,48,4.236540158870256,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,2,73,121,10.679611650485436,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,3,98,219,19.329214474845543,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,4,95,314,27.714033539276254,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,5,77,391,34.510150044130626,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,6,37,428,37.775816416593116,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,7,20,448,39.541041482789055,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,8,17,465,41.04148278905561,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,9,6,471,41.57105030891439,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1133,10,0,471,41.57105030891439,[],2
5,12,0.1,8,"[182, 587, 127, 44, 37, 774, 211, 589]",16,1133,11,0,479,42.27714033539276,[],2
5,12,0.1,8,"[286, 130, 72, 204, 1004, 414, 848, 705]",24,1133,12,4,491,43.336275375110326,[],2
5,12,0.1,8,"[286, 130, 72, 204, 1004, 414, 848, 705]",24,1133,13,13,504,44.48367166813769,[],2
5,12,0.1,8,"[286, 130, 72, 204, 1004, 414, 848, 705]",24,1133,14,1,505,44.571932921447484,[],2
5,12,0.1,8,"[286, 130, 72, 204, 1004, 414, 848, 705]",24,1133,15,0,505,44.571932921447484,[],2
5,12,0.1,8,"[311, 269, 157, 84, 135, 693, 1068, 24]",32,1133,16,0,513,45.27802294792586,[],2
5,12,0.1,8,"[91, 417, 333, 446, 339, 554, 357, 730]",40,1133,17,4,525,46.33715798764342,[],2
5,12,0.1,8,"[91, 417, 333, 446, 339, 554, 357, 730]",40,1133,18,5,530,46.77846425419241,[],2
5,12,0.1,8,"[91, 417, 333, 446, 339, 554, 357, 730]",40,1133,19,1,531,46.8667255075022,[],2
5,12,0.1,8,"[91, 417, 333, 446, 339, 554, 357, 730]",40,1133,20,1,532,46.954986760812,[],2
5,12,0.1,8,"[91, 417, 333, 446, 339, 554, 357, 730]",40,1133,21,1,533,47.0432480141218,[],2
5,12,0.1,8,"[91, 417, 333, 446, 339, 554, 357, 730]",40,1133,22,2,535,47.21977052074139,[],2
5,12,0.1,8,"[91, 417, 333, 446, 339, 554, 357, 730]",40,1133,23,1,536,47.30803177405119,[],2
5,12,0.1,8,"[91, 417, 333, 446, 339, 554, 357, 730]",40,1133,24,1,537,47.39629302736098,[],2
5,12,0.1,8,"[91, 417, 333, 446, 339, 554, 357, 730]",40,1133,25,0,537,47.39629302736098,[],2
5,12,0.1,8,"[114, 198, 64, 633, 479, 143, 391, 450]",48,1133,26,0,545,48.10238305383937,[],2
5,12,0.1,8,"[846, 58, 583, 852, 116, 289, 871, 1066]",56,1133,27,10,563,49.69108561341571,[],2
5,12,0.1,8,"[846, 58, 583, 852, 116, 289, 871, 1066]",56,1133,28,6,569,50.220653133274496,[],2
5,12,0.1,8,"[846, 58, 583, 852, 116, 289, 871, 1066]",56,1133,29,0,569,50.220653133274496,[],2
5,12,0.1,8,"[747, 994, 657, 522, 117, 394, 90, 497]",64,1133,30,0,577,50.92674315975286,[],2
5,12,0.1,8,"[254, 560, 406, 656, 818, 635, 744, 215]",72,1133,31,2,587,51.809355692850836,[],2
5,12,0.1,8,"[254, 560, 406, 656, 818, 635, 744, 215]",72,1133,32,2,589,51.985878199470434,[],2
5,12,0.1,8,"[254, 560, 406, 656, 818, 635, 744, 215]",72,1133,33,1,590,52.07413945278023,[],2
5,12,0.1,8,"[254, 560, 406, 656, 818, 635, 744, 215]",72,1133,34,0,590,52.07413945278023,[],2
5,12,0.1,8,"[325, 640, 221, 729, 201, 601, 591, 54]",80,1133,35,0,598,52.7802294792586,[],2
5,12,0.1,8,"[956, 461, 987, 444, 296, 78, 613, 880]",88,1133,36,3,609,53.75110326566638,[],2
5,12,0.1,8,"[956, 461, 987, 444, 296, 78, 613, 880]",88,1133,37,3,612,54.01588702559577,[],2
5,12,0.1,8,"[956, 461, 987, 444, 296, 78, 613, 880]",88,1133,38,0,612,54.01588702559577,[],2
5,12,0.1,8,"[424, 1079, 432, 949, 469, 1086, 361, 783]",96,1133,39,0,620,54.721977052074145,[],2
5,12,0.1,8,"[264, 369, 902, 706, 234, 455, 586, 456]",104,1133,40,2,630,55.60458958517211,[],2
5,12,0.1,8,"[264, 369, 902, 706, 234, 455, 586, 456]",104,1133,41,2,632,55.781112091791705,[],2
5,12,0.1,8,"[264, 369, 902, 706, 234, 455, 586, 456]",104,1133,42,1,633,55.8693733451015,[],2
5,12,0.1,8,"[264, 369, 902, 706, 234, 455, 586, 456]",104,1133,43,0,633,55.8693733451015,[],2
5,12,0.1,8,"[867, 565, 770, 592, 159, 552, 103, 399]",112,1133,44,0,641,56.57546337157988,[],2
5,12,0.1,8,"[250, 440, 978, 196, 243, 811, 741, 668]",120,1133,45,2,651,57.45807590467784,[],2
5,12,0.1,8,"[250, 440, 978, 196, 243, 811, 741, 668]",120,1133,46,3,654,57.72285966460724,[],2
5,12,0.1,8,"[250, 440, 978, 196, 243, 811, 741, 668]",120,1133,47,0,654,57.72285966460724,[],2
5,12,0.1,8,"[97, 930, 1061, 202, 696, 899, 306, 364]",128,1133,48,0,662,58.42894969108562,[],2
5,12,0.1,8,"[505, 272, 335, 478, 628, 1022, 1067, 1085]",136,1133,49,2,672,59.311562224183575,[],2
5,12,0.1,8,"[505, 272, 335, 478, 628, 1022, 1067, 1085]",136,1133,50,3,675,59.576345984112976,[],2
5,12,0.1,8,"[505, 272, 335, 478, 628, 1022, 1067, 1085]",136,1133,51,0,675,59.576345984112976,[],2
5,12,0.1,8,"[70, 140, 631, 939, 996, 245, 504, 690]",144,1133,52,0,683,60.282436010591354,[],2
5,12,0.1,8,"[165, 526, 527, 704, 833, 163, 283, 415]",152,1133,53,0,691,60.988526037069725,[],2
5,12,0.1,8,"[620, 794, 249, 420, 967, 60, 276, 303]",160,1133,54,2,701,61.871138570167695,[],2
5,12,0.1,8,"[620, 794, 249, 420, 967, 60, 276, 303]",160,1133,55,2,703,62.047661076787286,[],2
5,12,0.1,8,"[620, 794, 249, 420, 967, 60, 276, 303]",160,1133,56,0,703,62.047661076787286,[],2
5,12,0.1,8,"[348, 513, 534, 537, 559, 616, 663, 713]",168,1133,57,0,711,62.753751103265664,[],2
5,12,0.1,8,"[767, 873, 897, 918, 929, 959, 997, 1072]",176,1133,58,0,719,63.45984112974404,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,1,64,80,7.0609002647837595,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,2,93,173,15.26919682259488,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,3,99,272,24.007060900264783,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,4,78,350,30.89143865842895,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,5,59,409,36.09885260370697,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,6,28,437,38.57016769638129,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,7,15,452,39.894086496028244,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,8,15,467,41.2180052956752,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,9,4,471,41.57105030891439,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1133,10,0,471,41.57105030891439,[],2
5,12,0.1,16,"[182, 587, 127, 44, 37, 774, 211, 589, 286, 130, 72, 204, 1004, 414, 848, 705]",32,1133,11,0,487,42.983230361871136,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,12,15,518,45.71932921447485,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,13,10,528,46.601941747572816,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,14,2,530,46.77846425419241,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,15,1,531,46.8667255075022,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,16,1,532,46.954986760812,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,17,1,533,47.0432480141218,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,18,2,535,47.21977052074139,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,19,1,536,47.30803177405119,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,20,1,537,47.39629302736098,[],2
5,12,0.1,16,"[311, 269, 157, 84, 135, 693, 1068, 24, 91, 417, 333, 446, 339, 554, 357, 730]",48,1133,21,0,537,47.39629302736098,[],2
5,12,0.1,16,"[114, 198, 64, 633, 479, 143, 391, 450, 846, 58, 583, 852, 116, 289, 871, 1066]",64,1133,22,0,553,48.80847308031774,[],2
5,12,0.1,16,"[747, 994, 657, 522, 117, 394, 90, 497, 254, 560, 406, 656, 818, 635, 744, 215]",80,1133,23,14,583,51.45631067961165,[],2
5,12,0.1,16,"[747, 994, 657, 522, 117, 394, 90, 497, 254, 560, 406, 656, 818, 635, 744, 215]",80,1133,24,5,588,51.89761694616064,[],2
5,12,0.1,16,"[747, 994, 657, 522, 117, 394, 90, 497, 254, 560, 406, 656, 818, 635, 744, 215]",80,1133,25,1,589,51.985878199470434,[],2
5,12,0.1,16,"[747, 994, 657, 522, 117, 394, 90, 497, 254, 560, 406, 656, 818, 635, 744, 215]",80,1133,26,1,590,52.07413945278023,[],2
5,12,0.1,16,"[747, 994, 657, 522, 117, 394, 90, 497, 254, 560, 406, 656, 818, 635, 744, 215]",80,1133,27,0,590,52.07413945278023,[],2
5,12,0.1,16,"[325, 640, 221, 729, 201, 601, 591, 54, 956, 461, 987, 444, 296, 78, 613, 880]",96,1133,28,0,606,53.48631950573698,[],2
