nr,nazwa,pp,numberOfSeeds,seeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime,limitPercentage
5,12,0.1,4,"[104, 22, 332, 15]",4,2,50,78,6.884377758164166,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,3,76,154,13.592233009708737,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,4,87,241,21.270962047661076,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,5,88,329,29.037952338923212,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,6,51,380,33.53927625772286,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,7,36,416,36.716681376875556,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,8,27,443,39.09973521624007,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,9,16,459,40.51191526919683,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,10,2,461,40.68843777581642,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,11,3,464,40.95322153574581,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,12,3,467,41.2180052956752,[],3
5,12,0.1,4,"[104, 22, 332, 15]",4,13,0,467,41.2180052956752,[],3
5,12,0.1,4,"[40, 204, 286, 44]",8,14,0,471,41.57105030891439,[],3
5,12,0.1,4,"[211, 182, 127, 587]",12,15,7,482,42.54192409532215,[],3
5,12,0.1,4,"[211, 182, 127, 587]",12,16,6,488,43.07149161518093,[],3
5,12,0.1,4,"[211, 182, 127, 587]",12,17,3,491,43.336275375110326,[],3
5,12,0.1,4,"[211, 182, 127, 587]",12,18,0,491,43.336275375110326,[],3
5,12,0.1,4,"[130, 72, 84, 1004]",16,19,0,495,43.689320388349515,[],3
5,12,0.1,4,"[91, 693, 157, 414]",20,20,2,501,44.2188879082083,[],3
5,12,0.1,4,"[91, 693, 157, 414]",20,21,4,505,44.571932921447484,[],3
5,12,0.1,4,"[91, 693, 157, 414]",20,22,2,507,44.74845542806708,[],3
5,12,0.1,4,"[91, 693, 157, 414]",20,23,1,508,44.83671668137688,[],3
5,12,0.1,4,"[91, 693, 157, 414]",20,24,1,509,44.92497793468667,[],3
5,12,0.1,4,"[91, 693, 157, 414]",20,25,2,511,45.10150044130627,[],3
5,12,0.1,4,"[91, 693, 157, 414]",20,26,1,512,45.18976169461607,[],3
5,12,0.1,4,"[91, 693, 157, 414]",20,27,1,513,45.27802294792586,[],3
5,12,0.1,4,"[91, 693, 157, 414]",20,28,0,513,45.27802294792586,[],3
5,12,0.1,4,"[589, 114, 269, 135]",24,29,0,517,45.63106796116505,[],3
5,12,0.1,4,"[24, 357, 994, 1068]",28,30,2,523,46.16063548102383,[],3
5,12,0.1,4,"[24, 357, 994, 1068]",28,31,3,526,46.42541924095322,[],3
5,12,0.1,4,"[24, 357, 994, 1068]",28,32,1,527,46.51368049426302,[],3
5,12,0.1,4,"[24, 357, 994, 1068]",28,33,1,528,46.601941747572816,[],3
5,12,0.1,4,"[24, 357, 994, 1068]",28,34,0,528,46.601941747572816,[],3
5,12,0.1,4,"[58, 633, 116, 361]",32,35,0,532,46.954986760812,[],3
5,12,0.1,1,[450],33,36,3,536,47.30803177405119,[],3
5,12,0.1,1,[450],33,37,2,538,47.484554280670785,[],3
5,12,0.1,1,[450],33,38,1,539,47.57281553398058,[],3
5,12,0.1,1,[450],33,39,0,539,47.57281553398058,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1,40,48,4.236540158870256,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,2,73,121,10.679611650485436,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,3,98,219,19.329214474845543,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,4,95,314,27.714033539276254,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,5,77,391,34.510150044130626,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,6,37,428,37.775816416593116,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,7,20,448,39.541041482789055,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,8,17,465,41.04148278905561,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,9,6,471,41.57105030891439,[],3
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,10,0,471,41.57105030891439,[],3
5,12,0.1,8,"[204, 286, 44, 211, 182, 130, 127, 587]",16,11,0,479,42.27714033539276,[],3
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,12,8,495,43.689320388349515,[],3
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,13,9,504,44.48367166813769,[],3
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,14,3,507,44.74845542806708,[],3
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,15,1,508,44.83671668137688,[],3
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,16,1,509,44.92497793468667,[],3
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,17,0,509,44.92497793468667,[],3
5,12,0.1,8,"[114, 24, 269, 84, 357, 994, 1068, 91]",32,18,0,517,45.63106796116505,[],3
5,12,0.1,1,[705],33,19,5,523,46.16063548102383,[],3
5,12,0.1,1,[705],33,20,4,527,46.51368049426302,[],3
5,12,0.1,1,[705],33,21,2,529,46.69020300088261,[],3
5,12,0.1,1,[705],33,22,1,530,46.77846425419241,[],3
5,12,0.1,1,[705],33,23,0,530,46.77846425419241,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1,64,80,7.0609002647837595,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,2,93,173,15.26919682259488,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,3,99,272,24.007060900264783,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,4,78,350,30.89143865842895,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,5,59,409,36.09885260370697,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,6,28,437,38.57016769638129,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,7,15,452,39.894086496028244,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,8,15,467,41.2180052956752,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,9,4,471,41.57105030891439,[],3
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,10,0,471,41.57105030891439,[],3
5,12,0.1,16,"[204, 286, 44, 211, 182, 130, 127, 587, 1004, 72, 414, 91, 157, 589, 705, 192]",32,11,0,487,42.983230361871136,[],3
5,12,0.1,1,[135],33,12,15,503,44.39541041482789,[],3
5,12,0.1,1,[135],33,13,7,510,45.01323918799647,[],3
5,12,0.1,1,[135],33,14,1,511,45.10150044130627,[],3
5,12,0.1,1,[135],33,15,1,512,45.18976169461607,[],3
5,12,0.1,1,[135],33,16,0,512,45.18976169461607,[],3
4,12,0.1,1,[104],1,1,8,9,0.7943512797881729,[],3
4,12,0.1,1,[104],1,2,15,24,2.118270079435128,[],3
4,12,0.1,1,[104],1,3,21,45,3.971756398940865,[],3
4,12,0.1,1,[104],1,4,29,74,6.531332744924978,[],3
4,12,0.1,1,[104],1,5,36,110,9.70873786407767,[],3
4,12,0.1,1,[104],1,6,38,148,13.062665489849955,[],3
4,12,0.1,1,[104],1,7,49,197,17.387466902030006,[],3
4,12,0.1,1,[104],1,8,46,243,21.44748455428067,[],3
4,12,0.1,1,[104],1,9,34,277,24.44836716681377,[],3
4,12,0.1,1,[104],1,10,22,299,26.3901147396293,[],3
4,12,0.1,1,[104],1,11,17,316,27.890556045895853,[],3
4,12,0.1,1,[104],1,12,15,331,29.21447484554281,[],3
4,12,0.1,1,[104],1,13,5,336,29.655781112091788,[],3
4,12,0.1,1,[104],1,14,2,338,29.832303618711386,[],3
4,12,0.1,1,[104],1,15,0,338,29.832303618711386,[],3
4,12,0.1,1,[428],2,16,0,339,29.92056487202118,[],3
4,12,0.1,1,[218],3,17,0,340,30.008826125330977,[],3
4,12,0.1,1,[340],4,18,1,342,30.185348631950575,[],3
4,12,0.1,1,[340],4,19,7,349,30.803177405119154,[],3
4,12,0.1,1,[340],4,20,6,355,31.332744924977934,[],3
4,12,0.1,1,[340],4,21,2,357,31.509267431597525,[],3
4,12,0.1,1,[340],4,22,0,357,31.509267431597525,[],3
4,12,0.1,1,[459],5,23,0,358,31.597528684907328,[],3
4,12,0.1,1,[195],6,24,5,364,32.12709620476611,[],3
4,12,0.1,1,[195],6,25,1,365,32.21535745807591,[],3
4,12,0.1,1,[195],6,26,0,365,32.21535745807591,[],3
4,12,0.1,1,[774],7,27,0,366,32.3036187113857,[],3
4,12,0.1,1,[214],8,28,3,370,32.65666372462489,[],3
4,12,0.1,1,[214],8,29,2,372,32.83318623124448,[],3
4,12,0.1,1,[214],8,30,1,373,32.92144748455428,[],3
4,12,0.1,1,[214],8,31,0,373,32.92144748455428,[],3
4,12,0.1,1,[105],9,32,0,374,33.00970873786408,[],3
4,12,0.1,1,[597],10,33,1,376,33.18623124448367,[],3
4,12,0.1,1,[597],10,34,2,378,33.36275375110326,[],3
4,12,0.1,1,[597],10,35,1,379,33.451015004413065,[],3
4,12,0.1,1,[597],10,36,1,380,33.53927625772286,[],3
4,12,0.1,1,[597],10,37,0,380,33.53927625772286,[],3
4,12,0.1,1,[353],11,38,0,381,33.627537511032656,[],3
4,12,0.1,1,[182],12,39,3,385,33.980582524271846,[],3
4,12,0.1,1,[182],12,40,3,388,34.24536628420123,[],3
4,12,0.1,1,[182],12,41,0,388,34.24536628420123,[],3
4,12,0.1,1,[453],13,42,0,389,34.33362753751103,[],3
4,12,0.1,1,[611],14,43,2,392,34.59841129744042,[],3
4,12,0.1,1,[611],14,44,1,393,34.68667255075022,[],3
4,12,0.1,1,[611],14,45,1,394,34.77493380406001,[],3
4,12,0.1,1,[611],14,46,1,395,34.863195057369815,[],3
4,12,0.1,1,[611],14,47,0,395,34.863195057369815,[],3
4,12,0.1,1,[211],15,48,0,396,34.95145631067961,[],3
4,12,0.1,1,[392],16,49,3,400,35.3045013239188,[],3
4,12,0.1,1,[392],16,50,2,402,35.48102383053839,[],3
4,12,0.1,1,[392],16,51,2,404,35.65754633715799,[],3
4,12,0.1,1,[392],16,52,2,406,35.83406884377759,[],3
4,12,0.1,1,[392],16,53,1,407,35.92233009708738,[],3
4,12,0.1,1,[392],16,54,0,407,35.92233009708738,[],3
4,12,0.1,1,[307],17,55,0,408,36.01059135039718,[],3
4,12,0.1,1,[426],18,56,3,412,36.36363636363637,[],3
4,12,0.1,1,[426],18,57,2,414,36.54015887025596,[],3
4,12,0.1,1,[426],18,58,0,414,36.54015887025596,[],3
4,12,0.1,1,[589],19,59,0,415,36.62842012356575,[],3
4,12,0.1,1,[659],20,60,1,417,36.80494263018535,[],3
4,12,0.1,1,[659],20,61,3,420,37.06972639011474,[],3
4,12,0.1,1,[659],20,62,2,422,37.246248896734336,[],3
4,12,0.1,1,[659],20,63,1,423,37.33451015004413,[],3
4,12,0.1,1,[659],20,64,2,425,37.51103265666372,[],3
4,12,0.1,1,[659],20,65,0,425,37.51103265666372,[],3
4,12,0.1,1,[56],21,66,0,426,37.59929390997352,[],3
4,12,0.1,1,[79],22,67,0,427,37.68755516328332,[],3
4,12,0.1,1,[1004],23,68,0,428,37.775816416593116,[],3
4,12,0.1,1,[64],24,69,0,429,37.86407766990291,[],3
4,12,0.1,1,[9],25,70,2,432,38.128861429832305,[],3
4,12,0.1,1,[9],25,71,1,433,38.2171226831421,[],3
4,12,0.1,1,[9],25,72,0,433,38.2171226831421,[],3
4,12,0.1,1,[400],26,73,0,434,38.305383936451896,[],3
4,12,0.1,1,[338],27,74,0,435,38.39364518976169,[],3
4,12,0.1,1,[135],28,75,1,437,38.57016769638129,[],3
4,12,0.1,1,[135],28,76,2,439,38.74669020300088,[],3
4,12,0.1,1,[135],28,77,0,439,38.74669020300088,[],3
4,12,0.1,1,[457],29,78,0,440,38.83495145631068,[],3
4,12,0.1,1,[542],30,79,1,442,39.01147396293027,[],3
4,12,0.1,1,[542],30,80,1,443,39.09973521624007,[],3
4,12,0.1,1,[542],30,81,0,443,39.09973521624007,[],3
4,12,0.1,1,[485],31,82,0,444,39.187996469549866,[],3
4,12,0.1,1,[511],32,83,0,445,39.27625772285966,[],3
4,12,0.1,1,[1068],33,84,1,447,39.45278022947926,[],3
4,12,0.1,1,[1068],33,85,2,449,39.62930273609885,[],3
4,12,0.1,1,[1068],33,86,1,450,39.71756398940865,[],3
4,12,0.1,1,[1068],33,87,1,451,39.80582524271845,[],3
4,12,0.1,1,[1068],33,88,0,451,39.80582524271845,[],3
4,12,0.1,2,"[104, 22]",2,1,12,14,1.235657546337158,[],3
4,12,0.1,2,"[104, 22]",2,2,21,35,3.089143865842895,[],3
4,12,0.1,2,"[104, 22]",2,3,31,66,5.825242718446602,[],3
4,12,0.1,2,"[104, 22]",2,4,51,117,10.326566637246248,[],3
4,12,0.1,2,"[104, 22]",2,5,62,179,15.798764342453664,[],3
4,12,0.1,2,"[104, 22]",2,6,47,226,19.947043248014122,[],3
4,12,0.1,2,"[104, 22]",2,7,50,276,24.360105913503972,[],3
4,12,0.1,2,"[104, 22]",2,8,30,306,27.007943512797883,[],3
4,12,0.1,2,"[104, 22]",2,9,19,325,28.684907325684023,[],3
4,12,0.1,2,"[104, 22]",2,10,8,333,29.3909973521624,[],3
4,12,0.1,2,"[104, 22]",2,11,3,336,29.655781112091788,[],3
4,12,0.1,2,"[104, 22]",2,12,1,337,29.74404236540159,[],3
4,12,0.1,2,"[104, 22]",2,13,1,338,29.832303618711386,[],3
4,12,0.1,2,"[104, 22]",2,14,0,338,29.832303618711386,[],3
4,12,0.1,2,"[428, 218]",4,15,0,340,30.008826125330977,[],3
4,12,0.1,2,"[340, 459]",6,16,1,343,30.27360988526037,[],3
4,12,0.1,2,"[340, 459]",6,17,12,355,31.332744924977934,[],3
4,12,0.1,2,"[340, 459]",6,18,6,361,31.862312444836714,[],3
4,12,0.1,2,"[340, 459]",6,19,2,363,32.038834951456316,[],3
4,12,0.1,2,"[340, 459]",6,20,0,363,32.038834951456316,[],3
4,12,0.1,2,"[195, 774]",8,21,0,365,32.21535745807591,[],3
4,12,0.1,2,"[214, 105]",10,22,4,371,32.74492497793469,[],3
4,12,0.1,2,"[214, 105]",10,23,3,374,33.00970873786408,[],3
4,12,0.1,2,"[214, 105]",10,24,2,376,33.18623124448367,[],3
4,12,0.1,2,"[214, 105]",10,25,1,377,33.27449249779347,[],3
4,12,0.1,2,"[214, 105]",10,26,1,378,33.36275375110326,[],3
4,12,0.1,2,"[214, 105]",10,27,0,378,33.36275375110326,[],3
4,12,0.1,2,"[597, 353]",12,28,0,380,33.53927625772286,[],3
4,12,0.1,2,"[182, 611]",14,29,4,386,34.06884377758164,[],3
4,12,0.1,2,"[182, 611]",14,30,3,389,34.33362753751103,[],3
4,12,0.1,2,"[182, 611]",14,31,0,389,34.33362753751103,[],3
4,12,0.1,2,"[453, 211]",16,32,0,391,34.510150044130626,[],3
4,12,0.1,2,"[392, 307]",18,33,5,398,35.1279788172992,[],3
4,12,0.1,2,"[392, 307]",18,34,6,404,35.65754633715799,[],3
4,12,0.1,2,"[392, 307]",18,35,4,408,36.01059135039718,[],3
4,12,0.1,2,"[392, 307]",18,36,3,411,36.27537511032657,[],3
4,12,0.1,2,"[392, 307]",18,37,1,412,36.36363636363637,[],3
4,12,0.1,2,"[392, 307]",18,38,0,412,36.36363636363637,[],3
4,12,0.1,2,"[426, 589]",20,39,0,414,36.54015887025596,[],3
4,12,0.1,2,"[659, 56]",22,40,2,418,36.89320388349515,[],3
4,12,0.1,2,"[659, 56]",22,41,3,421,37.15798764342454,[],3
4,12,0.1,2,"[659, 56]",22,42,2,423,37.33451015004413,[],3
4,12,0.1,2,"[659, 56]",22,43,1,424,37.42277140335393,[],3
4,12,0.1,2,"[659, 56]",22,44,2,426,37.59929390997352,[],3
4,12,0.1,2,"[659, 56]",22,45,0,426,37.59929390997352,[],3
4,12,0.1,2,"[79, 1004]",24,46,0,428,37.775816416593116,[],3
4,12,0.1,2,"[64, 9]",26,47,0,430,37.95233892321271,[],3
4,12,0.1,2,"[400, 338]",28,48,3,435,38.39364518976169,[],3
4,12,0.1,2,"[400, 338]",28,49,1,436,38.48190644307149,[],3
4,12,0.1,2,"[400, 338]",28,50,0,436,38.48190644307149,[],3
4,12,0.1,2,"[135, 457]",30,51,0,438,38.658428949691086,[],3
4,12,0.1,2,"[542, 485]",32,52,3,443,39.09973521624007,[],3
4,12,0.1,2,"[542, 485]",32,53,1,444,39.187996469549866,[],3
4,12,0.1,2,"[542, 485]",32,54,0,444,39.187996469549866,[],3
4,12,0.1,1,[511],33,55,0,445,39.27625772285966,[],3
4,12,0.1,4,"[104, 22, 332, 15]",4,1,18,22,1.9417475728155338,[],3
4,12,0.1,4,"[104, 22, 332, 15]",4,2,27,49,4.324801412180053,[],3
4,12,0.1,4,"[104, 22, 332, 15]",4,3,33,82,7.237422771403354,[],3
4,12,0.1,4,"[104, 22, 332, 15]",4,4,55,137,12.09179170344219,[],3
