nr,nazwa,pp,numberOfSeeds,seeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime,limitPercentage
5,12,0.1,4,"[130, 72, 84, 1004]",16,19,0,495,43.689320388349515,[],2
5,12,0.1,4,"[91, 693, 157, 414]",20,20,2,501,44.2188879082083,[],2
5,12,0.1,4,"[91, 693, 157, 414]",20,21,4,505,44.571932921447484,[],2
5,12,0.1,4,"[91, 693, 157, 414]",20,22,2,507,44.74845542806708,[],2
5,12,0.1,4,"[91, 693, 157, 414]",20,23,1,508,44.83671668137688,[],2
5,12,0.1,4,"[91, 693, 157, 414]",20,24,1,509,44.92497793468667,[],2
5,12,0.1,4,"[91, 693, 157, 414]",20,25,2,511,45.10150044130627,[],2
5,12,0.1,4,"[91, 693, 157, 414]",20,26,1,512,45.18976169461607,[],2
5,12,0.1,4,"[91, 693, 157, 414]",20,27,1,513,45.27802294792586,[],2
5,12,0.1,4,"[91, 693, 157, 414]",20,28,0,513,45.27802294792586,[],2
5,12,0.1,4,"[589, 114, 269, 135]",24,29,0,517,45.63106796116505,[],2
5,12,0.1,4,"[24, 357, 994, 1068]",28,30,2,523,46.16063548102383,[],2
5,12,0.1,4,"[24, 357, 994, 1068]",28,31,3,526,46.42541924095322,[],2
5,12,0.1,4,"[24, 357, 994, 1068]",28,32,1,527,46.51368049426302,[],2
5,12,0.1,4,"[24, 357, 994, 1068]",28,33,1,528,46.601941747572816,[],2
5,12,0.1,4,"[24, 357, 994, 1068]",28,34,0,528,46.601941747572816,[],2
5,12,0.1,4,"[58, 633, 116, 361]",32,35,0,532,46.954986760812,[],2
5,12,0.1,4,"[450, 394, 956, 852]",36,36,3,539,47.57281553398058,[],2
5,12,0.1,4,"[450, 394, 956, 852]",36,37,2,541,47.74933804060018,[],2
5,12,0.1,4,"[450, 394, 956, 852]",36,38,1,542,47.837599293909975,[],2
5,12,0.1,4,"[450, 394, 956, 852]",36,39,0,542,47.837599293909975,[],2
5,12,0.1,4,"[1104, 243, 117, 254]",40,40,0,546,48.190644307149164,[],2
5,12,0.1,4,"[583, 591, 289, 848]",44,41,1,551,48.63195057369815,[],2
5,12,0.1,4,"[583, 591, 289, 848]",44,42,2,553,48.80847308031774,[],2
5,12,0.1,4,"[583, 591, 289, 848]",44,43,0,553,48.80847308031774,[],2
5,12,0.1,4,"[311, 657, 522, 823]",48,44,0,557,49.16151809355693,[],2
5,12,0.1,4,"[744, 103, 349, 78]",52,45,2,563,49.69108561341571,[],2
5,12,0.1,4,"[744, 103, 349, 78]",52,46,3,566,49.9558693733451,[],2
5,12,0.1,4,"[744, 103, 349, 78]",52,47,1,567,50.044130626654905,[],2
5,12,0.1,4,"[744, 103, 349, 78]",52,48,0,567,50.044130626654905,[],2
5,12,0.1,4,"[90, 635, 668, 143]",56,49,0,571,50.39717563989409,[],2
5,12,0.1,4,"[198, 202, 249, 391]",60,50,5,580,51.19152691968226,[],2
5,12,0.1,4,"[198, 202, 249, 391]",60,51,3,583,51.45631067961165,[],2
5,12,0.1,4,"[198, 202, 249, 391]",60,52,1,584,51.54457193292144,[],2
5,12,0.1,4,"[198, 202, 249, 391]",60,53,0,584,51.54457193292144,[],2
5,12,0.1,4,"[264, 730, 995, 978]",64,54,0,588,51.89761694616064,[],2
5,12,0.1,4,"[949, 560, 705, 1066]",68,55,2,594,52.42718446601942,[],2
5,12,0.1,4,"[949, 560, 705, 1066]",68,56,4,598,52.7802294792586,[],2
5,12,0.1,4,"[949, 560, 705, 1066]",68,57,0,598,52.7802294792586,[],2
5,12,0.1,4,"[201, 221, 234, 541]",72,58,0,602,53.1332744924978,[],2
5,12,0.1,4,"[335, 296, 481, 810]",76,59,1,607,53.574580759046775,[],2
5,12,0.1,4,"[335, 296, 481, 810]",76,60,1,608,53.66284201235657,[],2
5,12,0.1,4,"[335, 296, 481, 810]",76,61,0,608,53.66284201235657,[],2
5,12,0.1,4,"[478, 325, 922, 339]",80,62,0,612,54.01588702559577,[],2
5,12,0.1,4,"[416, 406, 1057, 554]",84,63,2,618,54.54545454545454,[],2
5,12,0.1,4,"[416, 406, 1057, 554]",84,64,0,618,54.54545454545454,[],2
5,12,0.1,4,"[656, 1079, 811, 224]",88,65,0,622,54.898499558693736,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,1,40,48,4.236540158870256,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,2,73,121,10.679611650485436,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,3,98,219,19.329214474845543,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,4,95,314,27.714033539276254,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,5,77,391,34.510150044130626,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,6,37,428,37.775816416593116,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,7,20,448,39.541041482789055,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,8,17,465,41.04148278905561,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,9,6,471,41.57105030891439,[],2
5,12,0.1,8,"[104, 22, 332, 15, 40, 41, 232, 75]",8,10,0,471,41.57105030891439,[],2
5,12,0.1,8,"[204, 286, 44, 211, 182, 130, 127, 587]",16,11,0,479,42.27714033539276,[],2
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,12,8,495,43.689320388349515,[],2
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,13,9,504,44.48367166813769,[],2
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,14,3,507,44.74845542806708,[],2
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,15,1,508,44.83671668137688,[],2
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,16,1,509,44.92497793468667,[],2
5,12,0.1,8,"[192, 72, 1004, 135, 693, 157, 414, 589]",24,17,0,509,44.92497793468667,[],2
5,12,0.1,8,"[114, 24, 269, 84, 357, 994, 1068, 91]",32,18,0,517,45.63106796116505,[],2
5,12,0.1,8,"[705, 58, 633, 116, 361, 450, 394, 956]",40,19,5,530,46.77846425419241,[],2
5,12,0.1,8,"[705, 58, 633, 116, 361, 450, 394, 956]",40,20,9,539,47.57281553398058,[],2
5,12,0.1,8,"[705, 58, 633, 116, 361, 450, 394, 956]",40,21,3,542,47.837599293909975,[],2
5,12,0.1,8,"[705, 58, 633, 116, 361, 450, 394, 956]",40,22,1,543,47.92586054721977,[],2
5,12,0.1,8,"[705, 58, 633, 116, 361, 450, 394, 956]",40,23,0,543,47.92586054721977,[],2
5,12,0.1,8,"[852, 1104, 243, 117, 254, 591, 848, 657]",48,24,0,551,48.63195057369815,[],2
5,12,0.1,8,"[583, 289, 311, 522, 823, 744, 103, 349]",56,25,2,561,49.51456310679612,[],2
5,12,0.1,8,"[583, 289, 311, 522, 823, 744, 103, 349]",56,26,6,567,50.044130626654905,[],2
5,12,0.1,8,"[583, 289, 311, 522, 823, 744, 103, 349]",56,27,1,568,50.1323918799647,[],2
5,12,0.1,8,"[583, 289, 311, 522, 823, 744, 103, 349]",56,28,0,568,50.1323918799647,[],2
5,12,0.1,8,"[78, 90, 635, 668, 143, 198, 202, 249]",64,29,0,576,50.838481906443064,[],2
5,12,0.1,8,"[264, 391, 730, 995, 978, 560, 709, 1066]",72,30,6,590,52.07413945278023,[],2
5,12,0.1,8,"[264, 391, 730, 995, 978, 560, 709, 1066]",72,31,5,595,52.515445719329215,[],2
5,12,0.1,8,"[264, 391, 730, 995, 978, 560, 709, 1066]",72,32,1,596,52.60370697263901,[],2
5,12,0.1,8,"[264, 391, 730, 995, 978, 560, 709, 1066]",72,33,0,596,52.60370697263901,[],2
5,12,0.1,8,"[949, 201, 221, 234, 541, 335, 296, 481]",80,34,0,604,53.30979699911739,[],2
5,12,0.1,8,"[810, 325, 922, 339, 406, 1057, 554, 824]",88,35,3,615,54.28067078552515,[],2
5,12,0.1,8,"[810, 325, 922, 339, 406, 1057, 554, 824]",88,36,1,616,54.36893203883495,[],2
5,12,0.1,8,"[810, 325, 922, 339, 406, 1057, 554, 824]",88,37,0,616,54.36893203883495,[],2
5,12,0.1,8,"[478, 811, 1079, 224, 37, 432, 54, 60]",96,38,0,624,55.07502206531333,[],2
5,12,0.1,8,"[64, 601, 369, 124, 140, 159, 163, 165]",104,39,2,634,55.957634598411296,[],2
5,12,0.1,8,"[64, 601, 369, 124, 140, 159, 163, 165]",104,40,1,635,56.04589585172109,[],2
5,12,0.1,8,"[64, 601, 369, 124, 140, 159, 163, 165]",104,41,0,635,56.04589585172109,[],2
5,12,0.1,8,"[70, 196, 215, 241, 250, 272, 505, 880]",112,42,0,643,56.75198587819948,[],2
5,12,0.1,8,"[415, 364, 446, 444, 514, 461, 526, 552]",120,43,1,652,57.54633715798765,[],2
5,12,0.1,8,"[415, 364, 446, 444, 514, 461, 526, 552]",120,44,1,653,57.634598411297446,[],2
5,12,0.1,8,"[415, 364, 446, 444, 514, 461, 526, 552]",120,45,0,653,57.634598411297446,[],2
5,12,0.1,8,"[902, 586, 592, 599, 620, 613, 729, 1085]",128,46,0,661,58.34068843777581,[],2
5,12,0.1,8,"[656, 713, 818, 962, 930, 1086, 97, 109]",136,47,5,674,59.48808473080318,[],2
5,12,0.1,8,"[656, 713, 818, 962, 930, 1086, 97, 109]",136,48,1,675,59.576345984112976,[],2
5,12,0.1,8,"[656, 713, 818, 962, 930, 1086, 97, 109]",136,49,0,675,59.576345984112976,[],2
5,12,0.1,8,"[125, 129, 147, 155, 169, 189, 225, 276]",144,50,0,683,60.282436010591354,[],2
5,12,0.1,8,"[283, 290, 300, 303, 306, 318, 324, 342]",152,51,1,692,61.07678729037952,[],2
5,12,0.1,8,"[283, 290, 300, 303, 306, 318, 324, 342]",152,52,2,694,61.25330979699912,[],2
5,12,0.1,8,"[283, 290, 300, 303, 306, 318, 324, 342]",152,53,0,694,61.25330979699912,[],2
5,12,0.1,8,"[348, 416, 417, 424, 440, 460, 496, 498]",160,54,0,702,61.95939982347749,[],2
5,12,0.1,8,"[504, 513, 534, 537, 559, 561, 616, 628]",168,55,0,710,62.66548984995587,[],2
5,12,0.1,8,"[640, 663, 667, 690, 696, 706, 722, 727]",176,56,0,718,63.37157987643425,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,1,64,80,7.0609002647837595,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,2,93,173,15.26919682259488,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,3,99,272,24.007060900264783,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,4,78,350,30.89143865842895,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,5,59,409,36.09885260370697,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,6,28,437,38.57016769638129,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,7,15,452,39.894086496028244,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,8,15,467,41.2180052956752,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,9,4,471,41.57105030891439,[],2
5,12,0.1,16,"[104, 22, 332, 15, 40, 41, 232, 75, 23, 195, 71, 354, 134, 353, 577, 20]",16,10,0,471,41.57105030891439,[],2
5,12,0.1,16,"[204, 286, 44, 211, 182, 130, 127, 587, 1004, 72, 414, 91, 157, 589, 705, 192]",32,11,0,487,42.983230361871136,[],2
5,12,0.1,16,"[135, 84, 693, 269, 288, 774, 848, 357, 394, 1068, 114, 24, 593, 994, 58, 633]",48,12,13,516,45.54280670785525,[],2
5,12,0.1,16,"[135, 84, 693, 269, 288, 774, 848, 357, 394, 1068, 114, 24, 593, 994, 58, 633]",48,13,13,529,46.69020300088261,[],2
5,12,0.1,16,"[135, 84, 693, 269, 288, 774, 848, 357, 394, 1068, 114, 24, 593, 994, 58, 633]",48,14,4,533,47.0432480141218,[],2
5,12,0.1,16,"[135, 84, 693, 269, 288, 774, 848, 357, 394, 1068, 114, 24, 593, 994, 58, 633]",48,15,3,536,47.30803177405119,[],2
5,12,0.1,16,"[135, 84, 693, 269, 288, 774, 848, 357, 394, 1068, 114, 24, 593, 994, 58, 633]",48,16,1,537,47.39629302736098,[],2
5,12,0.1,16,"[135, 84, 693, 269, 288, 774, 848, 357, 394, 1068, 114, 24, 593, 994, 58, 633]",48,17,0,537,47.39629302736098,[],2
5,12,0.1,16,"[116, 361, 450, 956, 852, 1104, 243, 117, 254, 591, 744, 78, 583, 871, 311, 657]",64,18,0,553,48.80847308031774,[],2
5,12,0.1,16,"[289, 522, 823, 103, 349, 90, 635, 668, 143, 198, 202, 249, 416, 391, 730, 479]",80,19,7,576,50.838481906443064,[],2
5,12,0.1,16,"[289, 522, 823, 103, 349, 90, 635, 668, 143, 198, 202, 249, 416, 391, 730, 479]",80,20,12,588,51.89761694616064,[],2
5,12,0.1,16,"[289, 522, 823, 103, 349, 90, 635, 668, 143, 198, 202, 249, 416, 391, 730, 479]",80,21,2,590,52.07413945278023,[],2
5,12,0.1,16,"[289, 522, 823, 103, 349, 90, 635, 668, 143, 198, 202, 249, 416, 391, 730, 479]",80,22,0,590,52.07413945278023,[],2
5,12,0.1,16,"[264, 446, 978, 949, 560, 1066, 201, 221, 234, 335, 296, 325, 922, 339, 406, 497]",96,23,0,606,53.48631950573698,[],2
5,12,0.1,16,"[541, 1057, 554, 656, 1079, 811, 224, 37, 432, 54, 60, 64, 601, 124, 140, 159]",112,24,5,627,55.33980582524271,[],2
5,12,0.1,16,"[541, 1057, 554, 656, 1079, 811, 224, 37, 432, 54, 60, 64, 601, 124, 140, 159]",112,25,4,631,55.69285083848191,[],2
5,12,0.1,16,"[541, 1057, 554, 656, 1079, 811, 224, 37, 432, 54, 60, 64, 601, 124, 140, 159]",112,26,0,631,55.69285083848191,[],2
5,12,0.1,16,"[70, 163, 165, 196, 215, 241, 250, 272, 505, 300, 478, 880, 415, 364, 995, 444]",128,27,0,647,57.10503089143866,[],2
5,12,0.1,16,"[514, 461, 526, 552, 586, 592, 599, 620, 613, 729, 1085, 706, 713, 818, 794, 962]",144,28,2,665,58.69373345101501,[],2
5,12,0.1,16,"[514, 461, 526, 552, 586, 592, 599, 620, 613, 729, 1085, 706, 713, 818, 794, 962]",144,29,5,670,59.135039717563984,[],2
5,12,0.1,16,"[514, 461, 526, 552, 586, 592, 599, 620, 613, 729, 1085, 706, 713, 818, 794, 962]",144,30,0,670,59.135039717563984,[],2
5,12,0.1,16,"[930, 1086, 97, 101, 109, 125, 129, 147, 155, 169, 189, 225, 276, 283, 290, 303]",160,31,0,686,60.54721977052074,[],2
5,12,0.1,16,"[306, 318, 324, 342, 348, 417, 424, 440, 460, 481, 496, 498, 504, 513, 528, 534]",176,32,2,704,62.13592233009708,[],2
5,12,0.1,16,"[306, 318, 324, 342, 348, 417, 424, 440, 460, 481, 496, 498, 504, 513, 528, 534]",176,33,2,706,62.312444836716686,[],2
5,12,0.1,16,"[306, 318, 324, 342, 348, 417, 424, 440, 460, 481, 496, 498, 504, 513, 528, 534]",176,34,0,706,62.312444836716686,[],2
5,12,0.1,16,"[537, 559, 561, 616, 628, 640, 663, 667, 690, 696, 722, 727, 737, 741, 752, 763]",192,35,0,722,63.72462488967343,[],2
5,12,0.1,16,"[765, 767, 770, 783, 787, 798, 813, 833, 873, 877, 897, 918, 929, 959, 967, 979]",208,36,2,740,65.31332744924978,[],2
5,12,0.1,16,"[765, 767, 770, 783, 787, 798, 813, 833, 873, 877, 897, 918, 929, 959, 967, 979]",208,37,3,743,65.57811120917917,[],2
5,12,0.1,16,"[765, 767, 770, 783, 787, 798, 813, 833, 873, 877, 897, 918, 929, 959, 967, 979]",208,38,0,743,65.57811120917917,[],2
5,12,0.1,7,"[987, 996, 997, 1022, 1025, 1072, 1087]",215,39,0,750,66.19593998234775,[],2
4,12,0.1,1,[104],1,1,8,9,0.7943512797881729,[],2
4,12,0.1,1,[104],1,2,15,24,2.118270079435128,[],2
4,12,0.1,1,[104],1,3,21,45,3.971756398940865,[],2
4,12,0.1,1,[104],1,4,29,74,6.531332744924978,[],2
4,12,0.1,1,[104],1,5,36,110,9.70873786407767,[],2
4,12,0.1,1,[104],1,6,38,148,13.062665489849955,[],2
4,12,0.1,1,[104],1,7,49,197,17.387466902030006,[],2
4,12,0.1,1,[104],1,8,46,243,21.44748455428067,[],2
